customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,review_rating_was_null,state_abbrev,promo_dependency_score,is_promo_dependent,purchase_freq_numeric,estimated_clv_proxy,value_composite,value_tier,satisfaction_flag,is_subscriber,loyalty_freq,loyalty_spend,customer_segment
2163,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly,0,OR,0.0,0,52,2496,0.6608843537414967,High,0,0,1,0,High-Value Organic
2164,52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly,0,NY,0.0,0,12,720,0.5310790983059891,High,1,0,1,0,High-Value Organic
2165,42,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly,0,IA,0.0,0,26,520,0.4695211417900493,Mid,1,0,1,0,Mid-Value Organic
2166,29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months,0,ID,0.0,0,4,220,0.4443527410964386,Mid,1,0,1,0,Mid-Value Organic
2167,31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly,0,NJ,0.0,0,26,2288,0.7800653594771241,High,0,0,1,0,High-Value Organic
2168,30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly,0,OH,0.0,0,26,1248,0.4977524343070561,Mid,1,0,1,1,Mid-Value Organic
2169,23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly,0,CT,0.0,0,4,296,0.4554921968787515,Mid,1,0,1,0,Mid-Value Organic
2170,31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly,0,FL,0.0,0,26,1092,0.4659497132186208,Mid,0,0,1,0,Mid-Value Organic
2171,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,No,37,Venmo,Every 3 Months,0,SC,0.0,0,4,128,0.3145058023209284,Low,1,0,1,0,Low-Value Organic
2172,39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly,0,MO,0.0,0,26,2548,0.5428204615179405,High,1,0,0,1,High-Value Organic
2173,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly,0,RI,0.0,0,26,2314,0.4849122982526344,Mid,0,0,0,0,Mid-Value Organic
2174,23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,No,No,36,Venmo,Quarterly,0,DE,0.0,0,4,388,0.5785364145658263,High,1,0,1,0,High-Value Organic
2175,42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually,0,CO,0.0,0,1,49,0.1208333333333333,Low,0,0,0,0,Low-Value Organic
2176,68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly,0,NE,0.0,0,26,1300,0.6081265839669201,High,0,0,1,0,High-Value Organic
2177,24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly,0,VT,0.0,0,4,364,0.6079581832733093,High,0,0,1,0,High-Value Organic
2178,24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,No,Express,No,No,9,PayPal,Bi-Weekly,0,MT,0.0,0,26,2418,0.5219871281846071,High,0,0,0,0,High-Value Organic
2179,21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,No,No,32,Venmo,Annually,0,FL,0.0,0,1,98,0.5358843537414967,High,1,0,1,0,High-Value Organic
2180,49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly,0,DE,0.0,0,12,984,0.4186641323195945,Mid,0,0,0,0,Mid-Value Organic
2181,41,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly,0,CT,0.0,0,4,148,0.3761554621848739,Mid,1,0,1,0,Mid-Value Organic
2182,22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly,0,HI,0.0,0,26,1638,0.5534497132186208,High,0,0,1,0,High-Value Organic
2183,42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly,0,NM,0.0,0,26,2574,0.6626333866880086,High,0,0,1,0,High-Value Organic
2184,30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly,0,KS,0.0,0,12,444,0.14953147925837,Low,1,0,0,0,Low-Value Organic
2185,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months,0,NV,0.0,0,4,136,0.1799819927971188,Low,0,0,0,0,Low-Value Organic
2186,40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months,0,NC,0.0,0,4,128,0.4029411764705882,Mid,0,0,1,0,Mid-Value Organic
2187,55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months,0,NM,0.0,0,4,92,0.0661214485794317,Low,1,0,0,0,Low-Value Organic
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually,0,ID,0.0,0,1,78,0.3709183673469387,Mid,1,0,0,0,Mid-Value Organic
2189,41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly,0,CA,0.0,0,52,2808,0.529421768707483,High,1,0,0,1,High-Value Organic
2190,38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,Express,No,No,47,Credit Card,Bi-Weekly,0,WI,0.0,0,26,2444,0.7846571962118181,High,1,0,1,1,High-Value Organic
2191,42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,No,33,Credit Card,Annually,0,AK,0.0,0,1,75,0.4468537414965985,Mid,1,0,1,0,Mid-Value Organic
2192,26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly,0,PA,0.0,0,26,1794,0.673687808456716,High,1,0,1,1,High-Value Organic
2193,41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly,0,VA,0.0,0,12,420,0.1888171935440843,Low,0,0,0,0,Low-Value Organic
2194,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,No,Express,No,No,8,PayPal,Monthly,0,CA,0.0,0,12,936,0.3611811391223156,Mid,1,0,0,1,Mid-Value Organic
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly,0,KY,0.0,0,4,116,0.3768357342937175,Mid,0,0,1,0,Mid-Value Organic
2196,58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly,0,NY,0.0,0,12,744,0.2536981459250367,Low,0,0,0,0,Low-Value Organic
2197,25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly,0,VT,0.0,0,52,3016,0.6957482993197278,High,1,0,1,1,High-Value Organic
2198,33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly,0,PA,0.0,0,12,1056,0.6205348806189143,High,0,0,1,0,High-Value Organic
2199,57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly,0,NY,0.0,0,12,960,0.553187941843404,High,0,0,1,0,High-Value Organic
2200,39,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly,0,NC,0.0,0,12,564,0.4497015472855809,Mid,1,0,1,0,Mid-Value Organic
2201,60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months,0,WY,0.0,0,4,204,0.3256452581032413,Low,1,0,1,0,Low-Value Organic
2202,39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually,0,OH,0.0,0,1,25,0.0820578231292517,Low,1,0,0,0,Low-Value Organic
2203,42,Male,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly,0,AL,0.0,0,52,1872,0.5496598639455782,High,1,0,0,1,High-Value Organic
2204,53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly,0,RI,0.0,0,4,316,0.4763255302120848,Mid,0,0,1,0,Mid-Value Organic
2205,20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly,0,OR,0.0,0,12,492,0.1934090302787781,Low,0,0,0,0,Low-Value Organic
2206,46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,Express,No,No,27,PayPal,Weekly,0,ND,0.0,0,52,3536,0.7102040816326531,High,0,0,1,0,High-Value Organic
2207,46,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly,0,IL,0.0,0,26,1326,0.4558306655995731,Mid,0,0,0,0,Mid-Value Organic
2208,69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually,0,NM,0.0,0,1,38,0.1430272108843537,Low,0,0,0,0,Low-Value Organic
2209,28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly,0,CO,0.0,0,12,552,0.3298886221155129,Low,0,0,0,0,Low-Value Organic
2210,42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly,0,UT,0.0,0,4,80,0.3121248499399759,Low,1,0,1,0,Low-Value Organic
2211,30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly,0,VA,0.0,0,26,650,0.4155245431505935,Mid,0,0,1,0,Mid-Value Organic
2212,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months,0,ME,0.0,0,4,356,0.6064275710284114,High,0,0,1,0,High-Value Organic
2213,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly,0,NE,0.0,0,4,308,0.3999649859943977,Mid,0,0,0,0,Mid-Value Organic
2214,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly,0,HI,0.0,0,4,376,0.4435874349739896,Mid,0,0,0,0,Mid-Value Organic
2215,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly,0,ID,0.0,0,52,5200,0.7959183673469387,High,1,0,0,1,High-Value Organic
2216,25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly,0,WV,0.0,0,26,2496,0.6637388288648792,High,0,0,1,0,High-Value Organic
2217,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4.0,No,Store Pickup,No,No,15,Venmo,Bi-Weekly,0,VT,0.0,0,26,936,0.3253034547152194,Low,1,0,0,1,Low-Value Organic
2218,35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly,0,IN,0.0,0,26,702,0.4714769241029745,Mid,0,0,1,0,Mid-Value Organic
2219,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly,0,ID,0.0,0,4,268,0.3446928771508603,Low,0,0,0,0,Low-Value Organic
2220,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly,0,MN,0.0,0,26,2366,0.5612728424703214,High,0,0,0,0,High-Value Organic
2221,19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually,0,WY,0.0,0,1,62,0.4879251700680272,Mid,1,0,1,0,Mid-Value Organic
2222,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,No,Free Shipping,No,No,34,Credit Card,Annually,0,KS,0.0,0,1,88,0.5078231292517007,High,0,0,1,0,High-Value Organic
2223,32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly,0,GA,0.0,0,52,3432,0.7222789115646258,High,1,0,1,1,High-Value Organic
2224,30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly,0,KS,0.0,0,4,260,0.2343187274909964,Low,1,0,0,0,Low-Value Organic
2225,18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly,0,NE,0.0,0,4,100,0.292141856742697,Low,1,0,1,0,Low-Value Organic
2226,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually,0,WA,0.0,0,1,64,0.2989795918367346,Low,1,0,0,0,Low-Value Organic
2227,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually,0,MO,0.0,0,1,72,0.4003401360544217,Mid,1,0,1,0,Mid-Value Organic
2228,40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly,0,WA,0.0,0,26,1924,0.6673102574363079,High,1,0,1,1,High-Value Organic
2229,54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly,0,KS,0.0,0,52,2600,0.4855442176870748,Mid,0,0,0,0,Mid-Value Organic
2230,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Express,No,No,50,Venmo,Monthly,0,MN,0.0,0,12,1164,0.726062091503268,High,1,0,1,1,High-Value Organic
2231,52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly,0,CO,0.0,0,26,936,0.4477524343070562,Mid,1,0,1,1,Mid-Value Organic
2232,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly,0,UT,0.0,0,52,2548,0.4541666666666666,Mid,1,0,0,1,Mid-Value Organic
2233,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,No,14,Cash,Fortnightly,0,NC,0.0,0,26,1664,0.4351674002934507,Mid,1,0,0,1,Mid-Value Organic
2234,38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly,0,FL,0.0,0,12,372,0.4374566493263972,Mid,1,0,1,0,Mid-Value Organic
2235,35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,No,26,Cash,Weekly,0,NH,0.0,0,52,3432,0.6950680272108843,High,1,0,1,1,High-Value Organic
2236,40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually,0,IL,0.0,0,1,82,0.5508503401360544,High,1,0,1,0,High-Value Organic
2237,23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly,0,LA,0.0,0,26,2288,0.5623782846471922,High,0,0,0,0,High-Value Organic
2238,45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months,0,AL,0.0,0,4,136,0.2820228091236494,Low,1,0,1,0,Low-Value Organic
2239,40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly,0,FL,0.0,0,52,4368,0.7156462585034014,High,1,0,0,1,High-Value Organic
2240,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months,0,AL,0.0,0,4,384,0.6083833533413365,High,1,0,1,0,High-Value Organic
2241,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months,0,CA,0.0,0,4,284,0.3477541016406562,Low,1,0,0,0,Low-Value Organic
2242,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly,0,MD,0.0,0,26,2002,0.4145041349873282,Mid,0,0,0,0,Mid-Value Organic
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly,0,NV,0.0,0,26,1716,0.3822762438308657,Mid,1,0,0,1,Mid-Value Organic
2244,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually,0,MA,0.0,0,1,21,0.0857993197278911,Low,0,0,0,0,Low-Value Organic
2245,35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually,0,SC,0.0,0,1,37,0.2136904761904761,Low,1,0,0,0,Low-Value Organic
2246,49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly,0,DE,0.0,0,26,2340,0.7543850873682807,High,1,0,1,1,High-Value Organic
2247,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months,0,HI,0.0,0,4,384,0.5947779111644658,High,1,0,1,0,High-Value Organic
2248,34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually,0,FL,0.0,0,1,37,0.1864795918367346,Low,1,0,0,0,Low-Value Organic
2249,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly,0,RI,0.0,0,26,1716,0.4775143390689609,Mid,0,0,0,0,Mid-Value Organic
2250,42,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly,0,WY,0.0,0,52,2340,0.6279761904761905,High,1,0,1,1,High-Value Organic
2251,41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly,0,CO,0.0,0,52,4628,0.7432823129251701,High,1,0,0,1,High-Value Organic
2252,26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly,0,VA,0.0,0,12,1128,0.5230859010270775,High,1,0,0,1,High-Value Organic
2253,48,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually,0,NE,0.0,0,1,96,0.4527210884353741,Mid,1,0,0,0,Mid-Value Organic
2254,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly,0,OK,0.0,0,12,372,0.2605859010270775,Low,0,0,0,0,Low-Value Organic
2255,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months,0,ND,0.0,0,4,316,0.5579581832733093,High,1,0,1,0,High-Value Organic
2256,48,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly,0,MI,0.0,0,4,156,0.3776860744297719,Mid,1,0,1,0,Mid-Value Organic
2257,31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,No,Standard,No,No,33,Credit Card,Quarterly,0,CA,0.0,0,4,88,0.2456282513005202,Low,1,0,1,0,Low-Value Organic
2258,41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually,0,TN,0.0,0,1,32,0.0840136054421768,Low,1,0,0,0,Low-Value Organic
2259,24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months,0,OH,0.0,0,4,284,0.5246248499399759,High,1,0,1,0,High-Value Organic
2260,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually,0,FL,0.0,0,1,96,0.4731292517006802,Mid,0,0,0,0,Mid-Value Organic
2261,38,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly,0,MO,0.0,0,4,328,0.3799819927971188,Mid,1,0,0,0,Mid-Value Organic
2262,58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly,0,SC,0.0,0,26,1976,0.4715619581165799,Mid,1,0,0,1,Mid-Value Organic
2263,53,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly,0,AZ,0.0,0,12,264,0.413562091503268,Mid,0,0,1,0,Mid-Value Organic
2264,44,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly,0,IN,0.0,0,4,160,0.3818527410964386,Mid,0,0,1,0,Mid-Value Organic
2265,51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly,0,ND,0.0,0,12,1104,0.7052287581699347,High,1,0,1,1,High-Value Organic
2266,36,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly,0,MT,0.0,0,4,376,0.3891656662665066,Mid,1,0,0,0,Mid-Value Organic
2267,20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly,0,MO,0.0,0,52,2288,0.64421768707483,High,1,0,1,1,High-Value Organic
2268,32,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Express,No,No,37,Venmo,Weekly,0,KY,0.0,0,52,2548,0.6990646258503402,High,1,0,1,1,High-Value Organic
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly,0,GA,0.0,0,12,312,0.1921335200746965,Low,0,0,0,0,Low-Value Organic
2270,49,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually,0,KY,0.0,0,1,38,0.2518707482993197,Low,1,0,1,0,Low-Value Organic
2271,27,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Express,No,No,7,Venmo,Weekly,0,GA,0.0,0,52,3744,0.5908163265306122,High,0,0,0,0,High-Value Organic
2272,29,Male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly,0,AK,0.0,0,4,396,0.6753051220488194,High,0,0,1,0,High-Value Organic
2273,29,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,No,Standard,No,No,44,PayPal,Monthly,0,ME,0.0,0,12,456,0.4394124316393224,Mid,1,0,1,0,Mid-Value Organic
2274,55,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly,0,NM,0.0,0,26,2496,0.5616980125383487,High,1,0,0,1,High-Value Organic
2275,57,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly,0,NY,0.0,0,26,702,0.444266039749233,Mid,1,0,1,0,Mid-Value Organic
2276,29,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly,0,OK,0.0,0,52,1248,0.4112244897959183,Mid,1,0,0,1,Mid-Value Organic
2277,31,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly,0,WY,0.0,0,52,4264,0.7549319727891156,High,1,0,0,1,High-Value Organic
2278,25,Male,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly,0,AL,0.0,0,4,224,0.2852541016406562,Low,1,0,0,0,Low-Value Organic
2279,61,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months,0,MD,0.0,0,4,100,0.0744547819127651,Low,1,0,0,0,Low-Value Organic
2280,53,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly,0,WV,0.0,0,4,268,0.4467336934773909,Mid,0,0,1,0,Mid-Value Organic
2281,22,Male,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly,0,KY,0.0,0,26,546,0.3716469921301854,Mid,0,0,1,0,Mid-Value Organic
2282,28,Male,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3.0,No,Store Pickup,No,No,41,Bank Transfer,Annually,0,KS,0.0,0,1,27,0.3012755102040816,Low,0,0,1,0,Low-Value Organic
2283,18,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually,0,ID,0.0,0,1,97,0.368452380952381,Mid,1,0,0,0,Mid-Value Organic
2284,44,Male,Handbag,Accessories,45,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly,0,OH,0.0,0,26,1170,0.4920551553954915,Mid,1,0,1,1,Mid-Value Organic
2285,32,Male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,No,Express,No,No,20,Venmo,Annually,0,IA,0.0,0,1,63,0.3084183673469388,Low,1,0,0,0,Low-Value Organic
2286,34,Male,Belt,Accessories,100,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months,0,MI,0.0,0,4,400,0.6046418567426971,High,1,0,1,0,High-Value Organic
2287,67,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly,0,SD,0.0,0,4,152,0.3259003601440576,Low,0,0,1,0,Low-Value Organic
